Activitysiteid,ClassName,Date,Bookingstarttime,Maxbookees,NumberBooked,Price(Inr)
HXP,Body Cond 12.00 - 1.00Pm,2018-05-18,12:00:00,25,25,1299.0
BRP,Body Cond 12.00-12.45Pm,2018-04-04,12:00:00,35,18,1299.0
BRP,Body Cond 12.00-12.45Pm,2018-04-11,12:00:00,35,12,1299.0
BRP,Body Cond 12.00-12.45Pm,2018-04-25,12:00:00,35,12,1299.0
BRP,Body Cond 12.00-12.45Pm,2018-05-02,12:00:00,35,13,1299.0
BRP,Body Cond 12.00-12.45Pm,2018-05-09,12:00:00,35,17,1299.0
BRP,Body Cond 12.00-12.45Pm,2018-05-16,12:00:00,35,11,1299.0
BRP,Body Cond 12.00-12.45Pm,2018-05-23,12:00:00,35,17,1299.0
BRP,Body Cond 12.00-12.45Pm,2018-05-30,12:00:00,35,16,1299.0
NBL,Body Cond 12.45-1.45Pm,2018-04-06,12:45:00,60,6,1299.0
NBL,Body Cond 12.45-1.45Pm,2018-04-13,12:45:00,60,11,1299.0
NBL,Body Cond 12.45-1.45Pm,2018-04-20,12:45:00,60,12,1299.0
NBL,Body Cond 12.45-1.45Pm,2018-04-27,12:45:00,60,8,1299.0
NBL,Body Cond 12.45-1.45Pm,2018-05-11,12:45:00,60,5,1299.0
NBL,Body Cond 12.45-1.45Pm,2018-05-25,12:45:00,60,8,1299.0
HXP,Body Cond 3.50Pm - 4.50Pm,2018-04-08,15:50:00,25,13,1299.0
HXP,Body Cond 3.50Pm - 4.50Pm,2018-04-15,15:50:00,25,14,1299.0
HXP,Body Cond 3.50Pm - 4.50Pm,2018-04-22,15:50:00,25,11,1299.0
HXP,Body Cond 3.50Pm - 4.50Pm,2018-04-29,15:50:00,25,7,1299.0
HXP,Body Cond 3.50Pm - 4.50Pm,2018-05-13,15:50:00,25,6,1299.0
HXP,Body Cond 3.50Pm - 4.50Pm,2018-05-20,15:50:00,25,8,1299.0
HXP,Body Cond 3.50Pm - 4.50Pm,2018-05-27,15:50:00,25,3,1299.0
SBP,Body Cond 5.00-6.00Pm,2018-04-03,17:00:00,35,18,1299.0
SBP,Body Cond 5.00-6.00Pm,2018-04-10,17:00:00,35,18,1299.0
SBP,Body Cond 5.00-6.00Pm,2018-04-17,17:00:00,35,20,1299.0
SBP,Body Cond 5.00-6.00Pm,2018-04-24,17:00:00,35,20,1299.0
SBP,Body Cond 5.00-6.00Pm,2018-05-01,17:00:00,35,30,1299.0
SBP,Body Cond 5.00-6.00Pm,2018-05-08,17:00:00,35,24,1299.0
SBP,Body Cond 5.00-6.00Pm,2018-05-15,17:00:00,35,27,1299.0
SBP,Body Cond 5.00-6.00Pm,2018-05-22,17:00:00,35,26,1299.0
SBP,Body Cond 5.00-6.00Pm,2018-05-29,17:00:00,35,17,1299.0
NBL,Body Cond 6.30-7.30Pm,2018-04-03,18:30:00,60,33,1299.0
NBL,Body Cond 6.30-7.30Pm,2018-04-10,18:30:00,60,34,1299.0
NBL,Body Cond 6.30-7.30Pm,2018-04-17,18:30:00,60,36,1299.0
NBL,Body Cond 6.30-7.30Pm,2018-04-24,18:30:00,60,45,1299.0
NBL,Body Cond 6.30-7.30Pm,2018-05-01,18:30:00,60,35,1299.0
NBL,Body Cond 6.30-7.30Pm,2018-05-08,18:30:00,60,26,1299.0
NBL,Body Cond 6.30-7.30Pm,2018-05-15,18:30:00,60,35,1299.0
NBL,Body Cond 6.30-7.30Pm,2018-05-22,18:30:00,60,29,1299.0
NBL,Body Cond 6.30-7.30Pm,2018-05-29,18:30:00,60,21,1299.0
HXP,Body Cond 7.30-8.30Pm,2018-04-04,19:30:00,25,17,1299.0
HXP,Body Cond 7.30-8.30Pm,2018-04-09,19:30:00,25,16,1299.0
HXP,Body Cond 7.30-8.30Pm,2018-04-11,19:30:00,25,20,1299.0
HXP,Body Cond 7.30-8.30Pm,2018-04-16,19:30:00,25,19,1299.0
HXP,Body Cond 7.30-8.30Pm,2018-04-18,19:30:00,25,19,1299.0
HXP,Body Cond 7.30-8.30Pm,2018-04-23,19:30:00,25,24,1299.0
HXP,Body Cond 7.30-8.30Pm,2018-04-25,19:30:00,25,15,1299.0
HXP,Body Cond 7.30-8.30Pm,2018-04-30,19:30:00,25,18,1299.0
HXP,Body Cond 7.30-8.30Pm,2018-05-02,19:30:00,25,22,1299.0
HXP,Body Cond 7.30-8.30Pm,2018-05-09,19:30:00,25,25,1299.0
HXP,Body Cond 7.30-8.30Pm,2018-05-14,19:30:00,25,26,1299.0
HXP,Body Cond 7.30-8.30Pm,2018-05-16,19:30:00,25,21,1299.0
HXP,Body Cond 7.30-8.30Pm,2018-05-21,19:30:00,25,25,1299.0
HXP,Body Cond 7.30-8.30Pm,2018-05-23,19:30:00,25,20,1299.0
BRP,Body Cond 8.00-9.00Pm,2018-04-09,20:00:00,35,32,1299.0
BRP,Body Cond 8.00-9.00Pm,2018-04-16,20:00:00,35,30,1299.0
BRP,Body Cond 8.00-9.00Pm,2018-04-23,20:00:00,35,32,1299.0
BRP,Body Cond 8.00-9.00Pm,2018-04-30,20:00:00,35,34,1299.0
BRP,Body Cond 8.00-9.00Pm,2018-05-14,20:00:00,35,24,1299.0
BRP,Body Cond 8.00-9.00Pm,2018-05-21,20:00:00,35,32,1299.0
TSC,Body Cond 9.30-10.15Am,2018-04-07,9:30:00,24,10,1299.0
TSC,Body Cond 9.30-10.15Am,2018-04-14,9:30:00,24,9,1299.0
TSC,Body Cond 9.30-10.15Am,2018-04-21,9:30:00,24,8,1299.0
TSC,Body Cond 9.30-10.15Am,2018-04-28,9:30:00,24,12,1299.0
TSC,Body Cond 9.30-10.15Am,2018-05-05,9:30:00,24,18,1299.0
TSC,Body Cond 9.30-10.15Am,2018-05-12,9:30:00,24,12,1299.0
TSC,Body Cond 9.30-10.15Am,2018-05-19,9:30:00,24,13,1299.0
TSC,Body Cond 9.30-10.15Am,2018-05-26,9:30:00,24,17,1299.0
HXP,Body Condition 10 -11Am,2018-04-03,10:00:00,25,16,1299.0
HXP,Body Condition 10 -11Am,2018-04-10,10:00:00,25,23,1299.0
HXP,Body Condition 10 -11Am,2018-04-17,10:00:00,25,25,1299.0
HXP,Body Condition 10 -11Am,2018-04-24,10:00:00,25,23,1299.0
HXP,Body Condition 10 -11Am,2018-05-01,10:00:00,25,17,1299.0
HXP,Body Condition 10 -11Am,2018-05-08,10:00:00,25,21,1299.0
HXP,Body Condition 10 -11Am,2018-05-15,10:00:00,25,23,1299.0
HXP,Body Condition 10 -11Am,2018-05-22,10:00:00,25,25,1299.0
HXP,Body Condition 10 -11Am,2018-05-29,10:00:00,25,20,1299.0
BRP,Body Conditioning,2018-04-03,18:30:00,35,29,1299.0
BRP,Body Conditioning,2018-04-10,18:30:00,35,28,1299.0
BRP,Body Conditioning,2018-04-17,18:30:00,35,29,1299.0
BRP,Body Conditioning,2018-04-24,18:30:00,35,32,1299.0
BRP,Body Conditioning,2018-05-01,18:30:00,35,30,1299.0
BRP,Body Conditioning,2018-05-08,18:30:00,35,29,1299.0
BRP,Body Conditioning,2018-05-15,18:30:00,35,31,1299.0
BRP,Body Conditioning,2018-05-22,18:30:00,35,31,1299.0
BRP,Body Conditioning,2018-05-29,18:30:00,35,27,1299.0
HXP,Body Conditioning 10-11Am,2018-04-04,10:00:00,25,14,1299.0
HXP,Body Conditioning 10-11Am,2018-04-11,10:00:00,25,12,1299.0
HXP,Body Conditioning 10-11Am,2018-04-18,10:00:00,25,16,1299.0
HXP,Body Conditioning 10-11Am,2018-04-25,10:00:00,25,18,1299.0
HXP,Body Conditioning 10-11Am,2018-05-02,10:00:00,25,12,1299.0
HXP,Body Conditioning 10-11Am,2018-05-09,10:00:00,25,15,1299.0
HXP,Body Conditioning 10-11Am,2018-05-16,10:00:00,25,16,1299.0
HXP,Body Conditioning 10-11Am,2018-05-23,10:00:00,25,20,1299.0
HXP,Body Conditioning 10-11Am,2018-05-30,10:00:00,25,16,1299.0
TSC,Body Conditioning 10-11Am,2018-04-01,10:00:00,30,13,1299.0
TSC,Body Conditioning 10-11Am,2018-04-06,10:00:00,30,14,1299.0
TSC,Body Conditioning 10-11Am,2018-04-08,10:00:00,30,18,1299.0
TSC,Body Conditioning 10-11Am,2018-04-13,10:00:00,30,15,1299.0
TSC,Body Conditioning 10-11Am,2018-04-15,10:00:00,30,21,1299.0
TSC,Body Conditioning 10-11Am,2018-04-20,10:00:00,30,13,1299.0
TSC,Body Conditioning 10-11Am,2018-04-22,10:00:00,30,14,1299.0
TSC,Body Conditioning 10-11Am,2018-04-27,10:00:00,30,13,1299.0
TSC,Body Conditioning 10-11Am,2018-04-29,10:00:00,30,17,1299.0
TSC,Body Conditioning 10-11Am,2018-05-04,10:00:00,30,15,1299.0
TSC,Body Conditioning 10-11Am,2018-05-06,10:00:00,30,15,1299.0
TSC,Body Conditioning 10-11Am,2018-05-11,10:00:00,30,14,1299.0
TSC,Body Conditioning 10-11Am,2018-05-13,10:00:00,30,17,1299.0
TSC,Body Conditioning 10-11Am,2018-05-18,10:00:00,30,23,1299.0
TSC,Body Conditioning 10-11Am,2018-05-20,10:00:00,30,13,1299.0
TSC,Body Conditioning 10-11Am,2018-05-25,10:00:00,30,16,1299.0
TSC,Body Conditioning 10-11Am,2018-05-27,10:00:00,30,16,1299.0
BRP,Body Conditioning 11.30Am,2018-05-26,11:30:00,35,12,1299.0
SBP,Body Conditioning 8-9Pm,2018-04-09,20:00:00,35,9,1299.0
SBP,Body Conditioning 8-9Pm,2018-04-16,20:00:00,35,14,1299.0
SBP,Body Conditioning 8-9Pm,2018-04-23,20:00:00,35,14,1299.0
SBP,Body Conditioning 8-9Pm,2018-04-30,20:00:00,35,12,1299.0
SBP,Body Conditioning 8-9Pm,2018-05-14,20:00:00,35,13,1299.0
SBP,Body Conditioning 8-9Pm,2018-05-21,20:00:00,35,13,1299.0
NBL,Body Pump  5.45-6.45Pm,2018-04-02,16:30:00,60,42,1999.0
NBL,Body Pump  5.45-6.45Pm,2018-04-09,17:45:00,60,41,1999.0
NBL,Body Pump  5.45-6.45Pm,2018-04-16,17:45:00,60,56,1999.0
NBL,Body Pump  5.45-6.45Pm,2018-04-23,17:45:00,60,47,1999.0
NBL,Body Pump  5.45-6.45Pm,2018-04-30,17:45:00,60,36,1999.0
NBL,Body Pump  5.45-6.45Pm,2018-05-07,16:30:00,60,17,1999.0
NBL,Body Pump  5.45-6.45Pm,2018-05-14,17:45:00,60,35,1999.0
NBL,Body Pump  5.45-6.45Pm,2018-05-21,17:45:00,60,36,1999.0
NBL,Body Pump  5.45-6.45Pm,2018-05-28,14:00:00,60,23,1999.0
NBL,Body Pump 12.30-1.30Pm,2018-04-05,12:30:00,60,11,1999.0
NBL,Body Pump 12.30-1.30Pm,2018-04-12,12:30:00,60,7,1999.0
NBL,Body Pump 12.30-1.30Pm,2018-04-19,12:30:00,60,8,1999.0
NBL,Body Pump 12.30-1.30Pm,2018-04-26,12:30:00,60,9,1999.0
NBL,Body Pump 12.30-1.30Pm,2018-05-03,12:30:00,60,12,1999.0
NBL,Body Pump 12.30-1.30Pm,2018-05-10,12:30:00,60,8,1999.0
NBL,Body Pump 12.30-1.30Pm,2018-05-17,12:30:00,60,8,1999.0
NBL,Body Pump 12.30-1.30Pm,2018-05-24,12:30:00,60,9,1999.0
NBL,Body Pump 12.30-1.30Pm,2018-05-31,12:30:00,60,5,1999.0
NBL,Body Pump 8.00-9.00Pm,2018-04-05,20:00:00,60,26,1999.0
NBL,Body Pump 8.00-9.00Pm,2018-04-12,20:00:00,60,15,1999.0
NBL,Body Pump 8.00-9.00Pm,2018-04-19,20:00:00,60,29,1999.0
NBL,Body Pump 8.00-9.00Pm,2018-04-26,20:00:00,60,22,1999.0
NBL,Body Pump 8.00-9.00Pm,2018-05-10,20:00:00,60,15,1999.0
NBL,Body Pump 8.00-9.00Pm,2018-05-17,20:00:00,60,30,1999.0
NBL,Body Pump 8.00-9.00Pm,2018-05-31,20:00:00,60,22,1999.0
NBL,Body Pump 9.00-10.00Am,2018-04-07,9:00:00,60,29,1999.0
NBL,Body Pump 9.00-10.00Am,2018-04-14,9:00:00,60,50,1999.0
NBL,Body Pump 9.00-10.00Am,2018-04-21,9:00:00,60,39,1999.0
NBL,Body Pump 9.00-10.00Am,2018-04-28,9:00:00,60,30,1999.0
NBL,Body Pump 9.00-10.00Am,2018-05-05,9:00:00,60,32,1999.0
NBL,Body Pump 9.00-10.00Am,2018-05-12,9:00:00,60,38,1999.0
NBL,Body Pump 9.00-10.00Am,2018-05-19,9:00:00,60,38,1999.0
NBL,Body Pump 9.00-10.00Am,2018-05-26,9:00:00,60,33,1999.0
HXP,Bodycondition 12.30-13.30,2018-04-03,12:30:00,25,7,1299.0
HXP,Bodycondition 12.30-13.30,2018-04-10,12:30:00,25,8,1299.0
HXP,Bodycondition 12.30-13.30,2018-04-17,12:30:00,25,11,1299.0
HXP,Bodycondition 12.30-13.30,2018-04-24,12:30:00,25,12,1299.0
HXP,Bodycondition 12.30-13.30,2018-05-01,12:30:00,25,7,1299.0
HXP,Bodycondition 12.30-13.30,2018-05-08,12:30:00,25,7,1299.0
HXP,Bodycondition 12.30-13.30,2018-05-15,12:30:00,25,10,1299.0
HXP,Bodycondition 12.30-13.30,2018-05-22,12:30:00,25,10,1299.0
HXP,Bodycondition 12.30-13.30,2018-05-29,12:30:00,25,11,1299.0
NBL,Chair Based Exercise,2018-04-05,13:00:00,50,2,1999.0
NBL,Chair Based Exercise,2018-04-12,13:00:00,50,3,1999.0
NBL,Chair Based Exercise,2018-04-19,13:00:00,50,6,1999.0
NBL,Chair Based Exercise,2018-04-26,13:00:00,50,8,1999.0
NBL,Chair Based Exercise,2018-05-03,13:00:00,50,10,1999.0
NBL,Chair Based Exercise,2018-05-10,13:00:00,50,6,1999.0
NBL,Chair Based Exercise,2018-05-17,13:00:00,50,9,1999.0
NBL,Chair Based Exercise,2018-05-24,13:00:00,50,6,1999.0
NBL,Chair Based Exercise,2018-05-31,13:00:00,50,9,1999.0
TSC,Circuits 5.30-6.30Pm,2018-04-09,17:30:00,50,11,2999.0
TSC,Circuits 5.30-6.30Pm,2018-04-16,17:30:00,50,14,2999.0
TSC,Circuits 5.30-6.30Pm,2018-04-23,17:30:00,50,7,2999.0
TSC,Circuits 5.30-6.30Pm,2018-04-30,17:30:00,50,15,2999.0
TSC,Circuits 5.30-6.30Pm,2018-05-14,17:30:00,50,7,2999.0
TSC,Circuits 5.30-6.30Pm,2018-05-21,17:30:00,50,13,2999.0
SBP,Circuits 7 -7.45 Am,2018-04-03,7:00:00,20,14,2999.0
SBP,Circuits 7 -7.45 Am,2018-04-10,7:00:00,20,16,2999.0
SBP,Circuits 7 -7.45 Am,2018-04-17,7:00:00,20,12,2999.0
SBP,Circuits 7 -7.45 Am,2018-04-24,7:00:00,20,10,2999.0
SBP,Circuits 7 -7.45 Am,2018-05-01,7:00:00,20,16,2999.0
SBP,Circuits 7 -7.45 Am,2018-05-08,7:00:00,20,7,2999.0
SBP,Circuits 7 -7.45 Am,2018-05-15,7:00:00,20,10,2999.0
SBP,Circuits 7 -7.45 Am,2018-05-22,7:00:00,20,11,2999.0
SBP,Circuits 7 -7.45 Am,2018-05-29,7:00:00,20,9,2999.0
TSC,Circuits 7.15-8.15Pm,2018-04-05,19:15:00,50,19,2999.0
TSC,Circuits 7.15-8.15Pm,2018-04-12,19:15:00,50,21,2999.0
TSC,Circuits 7.15-8.15Pm,2018-04-19,19:15:00,50,13,2999.0
TSC,Circuits 7.15-8.15Pm,2018-04-26,19:15:00,50,13,2999.0
TSC,Circuits 7.15-8.15Pm,2018-05-03,19:15:00,50,15,2999.0
TSC,Circuits 7.15-8.15Pm,2018-05-10,19:15:00,50,25,2999.0
TSC,Circuits 7.15-8.15Pm,2018-05-17,19:15:00,50,15,2999.0
TSC,Circuits 7.15-8.15Pm,2018-05-24,19:15:00,50,23,2999.0
TSC,Circuits 7.15-8.15Pm,2018-05-31,19:15:00,50,12,2999.0
NBL,Circuits 8.00-9.00Pm Edit,2018-04-09,20:00:00,60,10,2999.0
NBL,Circuits 8.00-9.00Pm Edit,2018-04-16,20:00:00,60,15,2999.0
NBL,Circuits 8.00-9.00Pm Edit,2018-04-23,20:00:00,60,19,2999.0
NBL,Circuits 8.00-9.00Pm Edit,2018-04-30,20:00:00,60,20,2999.0
NBL,Circuits 8.00-9.00Pm Edit,2018-05-07,18:45:00,60,2,2999.0
NBL,Circuits 8.00-9.00Pm Edit,2018-05-14,20:00:00,60,9,2999.0
NBL,Circuits 8.00-9.00Pm Edit,2018-05-21,20:00:00,60,8,2999.0
SBP,Ex Better Living Team,2018-05-16,14:00:00,30,1,1499.0
TSC,Fitnes Pilate-11.00-12.00,2018-04-03,11:00:00,24,22,2999.0
TSC,Fitnes Pilate-11.00-12.00,2018-04-10,11:00:00,24,23,2999.0
TSC,Fitnes Pilate-11.00-12.00,2018-04-17,11:00:00,24,21,2999.0
TSC,Fitnes Pilate-11.00-12.00,2018-04-24,11:00:00,24,20,2999.0
TSC,Fitnes Pilate-11.00-12.00,2018-05-01,11:00:00,24,22,2999.0
TSC,Fitnes Pilate-11.00-12.00,2018-05-08,11:00:00,24,18,2999.0
TSC,Fitnes Pilate-11.00-12.00,2018-05-15,11:00:00,24,22,2999.0
TSC,Fitnes Pilate-11.00-12.00,2018-05-22,11:00:00,24,24,2999.0
TSC,Fitnes Pilate-11.00-12.00,2018-05-29,11:00:00,24,16,2999.0
TSC,Fitnes Pilates2.30-3.15Pm,2018-04-06,14:30:00,24,6,2999.0
TSC,Fitnes Pilates2.30-3.15Pm,2018-04-13,14:30:00,24,10,2999.0
TSC,Fitnes Pilates2.30-3.15Pm,2018-04-20,14:30:00,24,10,2999.0
TSC,Fitnes Pilates2.30-3.15Pm,2018-04-27,14:30:00,24,12,2999.0
TSC,Fitnes Pilates2.30-3.15Pm,2018-05-04,14:30:00,24,1,2999.0
TSC,Fitnes Pilates2.30-3.15Pm,2018-05-11,14:30:00,24,11,2999.0
TSC,Fitnes Pilates2.30-3.15Pm,2018-05-18,14:30:00,24,9,2999.0
TSC,Fitnes Pilates2.30-3.15Pm,2018-05-25,14:30:00,24,12,2999.0
SBP,Fusion   6.00-7.00Pm,2018-04-04,18:00:00,40,28,999.0
SBP,Fusion   6.00-7.00Pm,2018-04-11,18:00:00,40,29,999.0
SBP,Fusion   6.00-7.00Pm,2018-04-18,18:00:00,40,31,999.0
SBP,Fusion   6.00-7.00Pm,2018-04-25,18:00:00,40,31,999.0
SBP,Fusion   6.00-7.00Pm,2018-05-02,18:00:00,40,31,999.0
SBP,Fusion   6.00-7.00Pm,2018-05-09,18:00:00,40,32,999.0
SBP,Fusion   6.00-7.00Pm,2018-05-16,18:00:00,40,29,999.0
SBP,Fusion   6.00-7.00Pm,2018-05-23,18:00:00,40,19,999.0
SBP,Fusion   6.00-7.00Pm,2018-05-30,18:00:00,40,25,999.0
BRP,Fusion 5Pm -6Pm,2018-04-05,17:00:00,35,31,999.0
BRP,Fusion 5Pm -6Pm,2018-04-12,17:00:00,35,33,999.0
BRP,Fusion 5Pm -6Pm,2018-04-19,17:00:00,35,25,999.0
BRP,Fusion 5Pm -6Pm,2018-04-26,17:00:00,35,31,999.0
BRP,Fusion 5Pm -6Pm,2018-05-03,17:00:00,35,28,999.0
BRP,Fusion 5Pm -6Pm,2018-05-10,17:00:00,35,30,999.0
BRP,Fusion 5Pm -6Pm,2018-05-17,17:00:00,35,30,999.0
BRP,Fusion 5Pm -6Pm,2018-05-24,17:00:00,35,27,999.0
BRP,Fusion 5Pm -6Pm,2018-05-31,17:00:00,35,31,999.0
NBL,Gentle Keep Fit 11-12Pm,2018-04-09,11:00:00,60,21,999.0
NBL,Gentle Keep Fit 11-12Pm,2018-04-16,11:00:00,60,30,999.0
NBL,Gentle Keep Fit 11-12Pm,2018-04-23,11:00:00,60,32,999.0
NBL,Gentle Keep Fit 11-12Pm,2018-05-14,11:00:00,60,28,999.0
NBL,Gentle Keep Fit 11-12Pm,2018-05-21,11:00:00,60,24,999.0
HXP,Gentle Keep Fit 11.10-12,2018-04-05,11:10:00,27,16,999.0
HXP,Gentle Keep Fit 11.10-12,2018-04-12,11:10:00,27,18,999.0
HXP,Gentle Keep Fit 11.10-12,2018-04-19,11:10:00,27,12,999.0
HXP,Gentle Keep Fit 11.10-12,2018-04-26,11:10:00,27,19,999.0
HXP,Gentle Keep Fit 11.10-12,2018-05-03,11:10:00,27,17,999.0
HXP,Gentle Keep Fit 11.10-12,2018-05-10,11:10:00,27,12,999.0
HXP,Gentle Keep Fit 11.10-12,2018-05-17,11:10:00,27,12,999.0
HXP,Gentle Keep Fit 11.10-12,2018-05-24,11:10:00,27,14,999.0
HXP,Gentle Keep Fit 11.10-12,2018-05-31,11:10:00,27,11,999.0
HXP,Gentle Keep Fit 2 -3.00Pm,2018-04-03,14:00:00,25,12,999.0
TSC,Gentle Keep Fit 2 -3.00Pm,2018-04-03,14:00:00,30,5,999.0
TSC,Gentle Keep Fit 2 -3.00Pm,2018-04-04,14:00:00,30,10,999.0
TSC,Gentle Keep Fit 2 -3.00Pm,2018-04-10,14:00:00,30,6,999.0
TSC,Gentle Keep Fit 2 -3.00Pm,2018-04-11,14:00:00,30,12,999.0
TSC,Gentle Keep Fit 2 -3.00Pm,2018-04-17,14:00:00,30,7,999.0
TSC,Gentle Keep Fit 2 -3.00Pm,2018-04-18,14:00:00,30,14,999.0
TSC,Gentle Keep Fit 2 -3.00Pm,2018-04-24,14:00:00,30,7,999.0
TSC,Gentle Keep Fit 2 -3.00Pm,2018-04-25,14:00:00,30,11,999.0
TSC,Gentle Keep Fit 2 -3.00Pm,2018-05-01,14:00:00,30,12,999.0
TSC,Gentle Keep Fit 2 -3.00Pm,2018-05-02,14:00:00,30,11,999.0
TSC,Gentle Keep Fit 2 -3.00Pm,2018-05-08,14:00:00,30,7,999.0
TSC,Gentle Keep Fit 2 -3.00Pm,2018-05-09,14:00:00,30,10,999.0
TSC,Gentle Keep Fit 2 -3.00Pm,2018-05-15,14:00:00,30,10,999.0
TSC,Gentle Keep Fit 2 -3.00Pm,2018-05-16,14:00:00,30,6,999.0
TSC,Gentle Keep Fit 2 -3.00Pm,2018-05-22,14:00:00,30,7,999.0
TSC,Gentle Keep Fit 2 -3.00Pm,2018-05-23,14:00:00,30,9,999.0
HXP,Gentle Keep Fit 2-3Pm,2018-04-17,14:00:00,25,9,999.0
HXP,Gentle Keep Fit 2-3Pm,2018-04-24,14:00:00,25,6,999.0
HXP,Gentle Keep Fit 2-3Pm,2018-05-01,14:00:00,25,10,999.0
HXP,Gentle Keep Fit 2-3Pm,2018-05-08,14:00:00,25,8,999.0
HXP,Gentle Keep Fit 2-3Pm,2018-05-15,14:00:00,25,11,999.0
HXP,Gentle Keep Fit 2-3Pm,2018-05-22,14:00:00,25,5,999.0
HXP,Gentle Keep Fit 2-3Pm,2018-05-29,14:00:00,25,6,999.0
NBL,Gentlekeepfit 10.30-11.30,2018-04-05,10:30:00,60,18,999.0
NBL,Gentlekeepfit 10.30-11.30,2018-04-19,10:30:00,60,23,999.0
NBL,Gentlekeepfit 10.30-11.30,2018-04-26,10:30:00,60,27,999.0
NBL,Gentlekeepfit 10.30-11.30,2018-05-03,10:30:00,60,14,999.0
NBL,Gentlekeepfit 10.30-11.30,2018-05-10,10:30:00,60,22,999.0
NBL,Gentlekeepfit 10.30-11.30,2018-05-17,10:30:00,60,20,999.0
NBL,Gentlekeepfit 10.30-11.30,2018-05-24,10:30:00,60,16,999.0
NBL,Gentlekeepfit 10.30-11.30,2018-05-31,10:30:00,60,13,999.0
BRP,H.I.I.T 7.00-8.00Am,2018-04-04,7:00:00,35,10,2499.0
BRP,H.I.I.T 7.00-8.00Am,2018-04-11,7:00:00,35,13,2499.0
BRP,H.I.I.T 7.00-8.00Am,2018-04-18,7:00:00,35,9,2499.0
BRP,H.I.I.T 7.00-8.00Am,2018-04-25,7:00:00,35,11,2499.0
BRP,H.I.I.T 7.00-8.00Am,2018-05-02,7:00:00,35,14,2499.0
BRP,H.I.I.T 7.00-8.00Am,2018-05-09,7:00:00,35,12,2499.0
BRP,H.I.I.T 7.00-8.00Am,2018-05-16,7:00:00,35,17,2499.0
BRP,H.I.I.T 7.00-8.00Am,2018-05-23,7:00:00,35,10,2499.0
BRP,H.I.I.T 7.00-8.00Am,2018-05-30,7:00:00,35,15,2499.0
SBP,H.I.I.T 9.30-10.30Am,2018-04-02,9:30:00,35,6,2499.0
SBP,H.I.I.T 9.30-10.30Am,2018-04-09,9:30:00,35,9,2499.0
SBP,H.I.I.T 9.30-10.30Am,2018-04-16,9:30:00,35,16,2499.0
SBP,H.I.I.T 9.30-10.30Am,2018-04-23,9:30:00,35,16,2499.0
SBP,H.I.I.T 9.30-10.30Am,2018-04-30,9:30:00,35,16,2499.0
SBP,H.I.I.T 9.30-10.30Am,2018-05-07,9:30:00,35,8,2499.0
SBP,H.I.I.T 9.30-10.30Am,2018-05-14,9:30:00,35,12,2499.0
SBP,H.I.I.T 9.30-10.30Am,2018-05-21,9:30:00,35,13,2499.0
SBP,H.I.I.T 9.30-10.30Am,2018-05-28,9:30:00,35,13,2499.0
SBP,H.I.I.T.  5.00-6.00Pm,2018-04-06,17:00:00,30,14,2499.0
SBP,H.I.I.T.  5.00-6.00Pm,2018-04-13,17:00:00,30,16,2499.0
SBP,H.I.I.T.  5.00-6.00Pm,2018-04-20,17:00:00,30,14,2499.0
SBP,H.I.I.T.  5.00-6.00Pm,2018-04-27,17:00:00,30,12,2499.0
SBP,H.I.I.T.  5.00-6.00Pm,2018-05-04,17:00:00,30,13,2499.0
SBP,H.I.I.T.  5.00-6.00Pm,2018-05-11,17:00:00,30,13,2499.0
SBP,H.I.I.T.  5.00-6.00Pm,2018-05-18,17:00:00,30,6,2499.0
SBP,H.I.I.T.  5.00-6.00Pm,2018-05-25,17:00:00,30,11,2499.0
HXP,H.I.I.T. 6.25-7.25Pm,2018-04-04,18:25:00,25,20,2499.0
HXP,H.I.I.T. 6.25-7.25Pm,2018-04-11,18:25:00,25,20,2499.0
HXP,H.I.I.T. 6.25-7.25Pm,2018-04-18,18:25:00,25,17,2499.0
HXP,H.I.I.T. 6.25-7.25Pm,2018-04-25,18:25:00,25,20,2499.0
HXP,H.I.I.T. 6.25-7.25Pm,2018-05-02,18:25:00,25,17,2499.0
HXP,H.I.I.T. 6.25-7.25Pm,2018-05-09,18:25:00,25,15,2499.0
HXP,H.I.I.T. 6.25-7.25Pm,2018-05-16,18:25:00,25,17,2499.0
HXP,H.I.I.T. 6.25-7.25Pm,2018-05-23,18:25:00,25,14,2499.0
BRP,H.I.T.T 6Pm - 6.45Pm,2018-04-06,18:00:00,35,8,2499.0
BRP,H.I.T.T 6Pm - 6.45Pm,2018-04-13,18:00:00,35,9,2499.0
BRP,H.I.T.T 6Pm - 6.45Pm,2018-04-20,18:00:00,35,11,2499.0
BRP,H.I.T.T 6Pm - 6.45Pm,2018-04-27,18:00:00,35,12,2499.0
BRP,H.I.T.T 6Pm - 6.45Pm,2018-05-04,18:00:00,35,10,2499.0
BRP,H.I.T.T 6Pm - 6.45Pm,2018-05-11,18:00:00,35,12,2499.0
BRP,H.I.T.T 6Pm - 6.45Pm,2018-05-18,18:00:00,35,12,2499.0
BRP,H.I.T.T 6Pm - 6.45Pm,2018-05-25,18:00:00,35,11,2499.0
SBP,Hatton A B C 6-7.00Pm,2018-04-03,18:00:00,30,17,1999.0
SBP,Hatton A B C 6-7.00Pm,2018-04-10,18:00:00,30,15,1999.0
SBP,Hatton A B C 6-7.00Pm,2018-04-17,18:00:00,30,21,1999.0
